Student_ID,DOA,DOB,Department_Choices,Department_Admission
SID20136119,1/7/2013,1/8/1995,IDEPT8313,IDEPT8313
SID20136129,1/7/2013,8/2/1996,IDEPT7005,IDEPT7005
SID20136154,1/7/2013,26/11/1995,IDEPT7783,IDEPT7783
SID20136164,1/7/2013,9/12/1995,IDEPT5109,IDEPT5109
SID20136173,1/7/2013,29/12/1995,IDEPT1096,IDEPT1096
SID20136179,1/7/2013,22/2/1996,IDEPT1677,IDEPT1677
SID20136179,1/7/2013,22/2/1996,IDEPT5528,IDEPT1677
SID20136208,1/7/2013,29/3/1996,IDEPT1825,IDEPT1825
SID20136246,1/7/2013,5/9/1995,IDEPT4132,IDEPT4132
SID20136266,1/7/2013,18/9/1995,IDEPT2601,IDEPT2601
SID20136281,1/7/2013,23/8/1995,IDEPT8473,IDEPT8473
SID20136282,1/7/2013,18/8/1995,IDEPT1537,IDEPT1537
SID20136284,1/7/2013,18/9/1995,IDEPT1677,IDEPT1677
SID20136287,1/7/2013,13/3/1996,IDEPT5127,IDEPT5127
SID20136298,1/7/2013,9/12/1995,IDEPT5109,IDEPT5109
SID20136303,1/7/2013,24/8/1995,IDEPT3868,IDEPT3868
SID20136307,1/7/2013,18/6/1996,IDEPT4055,IDEPT4055
SID20136332,1/7/2013,24/7/1995,IDEPT7626,IDEPT7626
SID20136338,1/7/2013,14/8/1995,IDEPT5127,IDEPT5127
SID20136416,1/7/2013,7/11/1995,IDEPT1537,IDEPT1537
SID20136421,1/7/2013,18/6/1996,IDEPT3868,IDEPT3868
SID20136447,1/7/2013,31/12/1995,IDEPT8598,IDEPT8598
SID20136462,1/7/2013,12/11/1995,IDEPT5127,IDEPT5127
SID20136475,1/7/2013,26/12/1995,IDEPT3778,IDEPT3778
SID20136513,1/7/2013,21/3/1996,IDEPT1677,IDEPT1677
SID20136527,1/7/2013,13/6/1996,IDEPT3115,IDEPT3115
SID20136563,1/7/2013,27/12/1995,IDEPT4938,IDEPT4938
SID20136572,1/7/2013,25/2/1996,IDEPT4132,IDEPT4132
SID20136616,1/7/2013,15/10/1995,IDEPT8379,IDEPT8379
SID20136620,1/7/2013,23/3/1996,IDEPT1615,IDEPT1615
SID20136637,1/7/2013,17/6/1996,IDEPT1367,IDEPT1367
SID20136638,1/7/2013,19/7/1995,IDEPT1533,IDEPT1533
SID20136649,1/7/2013,14/9/1995,IDEPT2054,IDEPT2054
SID20136655,1/7/2013,29/2/1996,IDEPT1388,IDEPT1388
SID20136677,1/7/2013,9/10/1995,IDEPT5564,IDEPT5564
SID20136695,1/7/2013,25/3/1996,IDEPT4308,IDEPT4308
SID20136701,1/7/2013,25/9/1995,IDEPT5564,IDEPT5564
SID20136705,1/7/2013,29/2/1996,IDEPT2054,IDEPT2054
SID20136724,1/7/2013,3/5/1996,IDEPT3062,IDEPT3062
SID20136751,1/7/2013,24/2/1996,IDEPT1533,IDEPT1533
SID20136751,1/7/2013,24/2/1996,IDEPT3115,IDEPT1533
SID20136752,1/7/2013,20/1/1996,IDEPT3062,IDEPT3062
SID20136775,1/7/2013,18/9/1995,IDEPT8825,IDEPT8825
SID20136780,1/7/2013,11/6/1996,IDEPT3115,IDEPT3115
SID20136788,1/7/2013,2/10/1995,IDEPT2357,IDEPT2357
SID20136792,1/7/2013,31/7/1995,IDEPT7005,IDEPT7005
SID20136794,1/7/2013,8/5/1996,IDEPT1615,IDEPT1615
SID20136796,1/7/2013,4/12/1995,IDEPT1096,IDEPT1096
SID20136798,1/7/2013,12/6/1996,IDEPT4938,IDEPT4938
SID20136800,1/7/2013,29/4/1996,IDEPT4670,IDEPT4670
SID20136812,1/7/2013,6/10/1995,IDEPT5127,IDEPT5127
SID20136814,1/7/2013,26/2/1996,IDEPT8473,IDEPT8473
SID20136833,1/7/2013,3/9/1995,IDEPT4055,IDEPT4055
SID20136871,1/7/2013,6/6/1996,IDEPT1537,IDEPT1537
SID20136876,1/7/2013,2/2/1996,IDEPT2357,IDEPT2357
SID20136912,1/7/2013,12/9/1995,IDEPT2357,IDEPT2357
SID20136916,1/7/2013,13/6/1996,IDEPT1537,IDEPT1537
SID20136918,1/7/2013,5/5/1996,IDEPT1423,IDEPT1423
SID20136940,1/7/2013,30/6/1996,IDEPT7005,IDEPT7005
SID20136943,1/7/2013,26/10/1995,IDEPT1825,IDEPT1825
SID20136943,1/7/2013,26/10/1995,IDEPT1378,IDEPT1825
SID20136967,1/7/2013,5/6/1996,IDEPT3778,IDEPT3778
SID20137002,1/7/2013,7/8/1995,IDEPT3868,IDEPT3868
SID20137021,1/7/2013,16/6/1996,IDEPT4938,IDEPT4938
SID20137026,1/7/2013,25/12/1995,IDEPT6347,IDEPT6347
SID20137027,1/7/2013,1/5/1996,IDEPT8825,IDEPT8825
SID20137032,1/7/2013,9/2/1996,IDEPT8825,IDEPT8825
SID20137042,1/7/2013,3/2/1996,IDEPT2357,IDEPT2357
SID20137092,1/7/2013,7/6/1996,IDEPT7783,IDEPT7783
SID20137097,1/7/2013,8/10/1995,IDEPT7783,IDEPT7783
SID20137137,1/7/2013,1/5/1996,IDEPT4055,IDEPT4055
SID20137140,1/7/2013,19/6/1996,IDEPT1378,IDEPT1378
SID20137152,1/7/2013,13/5/1996,IDEPT2601,IDEPT2601
SID20137166,1/7/2013,4/11/1995,IDEPT2425,IDEPT2425
SID20137174,1/7/2013,15/7/1995,IDEPT5528,IDEPT5528
SID20137184,1/7/2013,24/11/1995,IDEPT4132,IDEPT4132
SID20137187,1/7/2013,11/3/1996,IDEPT1677,IDEPT1677
SID20137215,1/7/2013,22/4/1996,IDEPT2425,IDEPT2425
SID20137235,1/7/2013,2/11/1995,IDEPT1378,IDEPT1378
SID20137236,1/7/2013,19/12/1995,IDEPT1677,IDEPT1677
SID20137257,1/7/2013,17/4/1996,IDEPT1378,IDEPT1378
SID20137275,1/7/2013,4/10/1995,IDEPT1825,IDEPT1825
SID20137312,1/7/2013,10/3/1996,IDEPT3115,IDEPT3115
SID20137336,1/7/2013,3/9/1995,IDEPT2601,IDEPT2601
SID20137360,1/7/2013,20/7/1995,IDEPT5564,IDEPT5564
SID20137361,1/7/2013,27/12/1995,IDEPT5408,IDEPT5408
SID20137365,1/7/2013,28/3/1996,IDEPT1825,IDEPT1825
SID20137380,1/7/2013,2/5/1996,IDEPT4938,IDEPT4938
SID20137385,1/7/2013,13/5/1996,IDEPT7783,IDEPT7783
SID20137396,1/7/2013,18/2/1996,IDEPT5408,IDEPT5408
SID20137398,1/7/2013,16/1/1996,IDEPT4055,IDEPT4055
SID20137402,1/7/2013,11/5/1996,IDEPT1367,IDEPT1367
SID20137405,1/7/2013,14/11/1995,IDEPT1533,IDEPT1533
SID20137424,1/7/2013,22/4/1996,IDEPT7783,IDEPT7783
SID20137434,1/7/2013,26/7/1995,IDEPT1378,IDEPT1378
SID20137438,1/7/2013,12/2/1996,IDEPT1367,IDEPT1367
SID20137440,1/7/2013,10/3/1996,IDEPT3062,IDEPT3062
SID20137461,1/7/2013,26/12/1995,IDEPT5127,IDEPT5127
SID20137467,1/7/2013,27/4/1996,IDEPT1367,IDEPT1367
SID20137473,1/7/2013,3/5/1996,IDEPT7783,IDEPT7783
SID20137478,1/7/2013,4/12/1995,IDEPT5127,IDEPT5127
SID20137485,1/7/2013,13/6/1996,IDEPT5528,IDEPT5528
SID20137547,1/7/2013,20/10/1995,IDEPT4055,IDEPT4055
SID20137547,1/7/2013,20/10/1995,IDEPT8313,IDEPT4055
SID20137561,1/7/2013,11/5/1996,IDEPT6347,IDEPT6347
SID20137561,1/7/2013,11/5/1996,IDEPT7626,IDEPT6347
SID20137574,1/7/2013,6/11/1995,IDEPT8473,IDEPT8473
SID20137601,1/7/2013,4/6/1996,IDEPT8379,IDEPT8379
SID20137616,1/7/2013,20/1/1996,IDEPT4670,IDEPT4670
SID20137639,1/7/2013,10/11/1995,IDEPT5127,IDEPT5127
SID20137649,1/7/2013,21/3/1996,IDEPT4308,IDEPT4308
SID20137672,1/7/2013,13/8/1995,IDEPT7005,IDEPT7005
SID20137674,1/7/2013,13/1/1996,IDEPT1096,IDEPT1096
SID20137718,1/7/2013,15/2/1996,IDEPT8313,IDEPT8313
SID20137763,1/7/2013,10/3/1996,IDEPT4670,IDEPT4670
SID20137797,1/7/2013,19/10/1995,IDEPT5408,IDEPT5408
SID20137809,1/7/2013,29/5/1996,IDEPT5109,IDEPT5109
SID20137811,1/7/2013,22/7/1995,IDEPT7783,IDEPT7783
SID20137844,1/7/2013,31/1/1996,IDEPT1378,IDEPT1378
SID20137865,1/7/2013,8/10/1995,IDEPT8473,IDEPT8473
SID20137868,1/7/2013,2/10/1995,IDEPT3868,IDEPT3868
SID20137911,1/7/2013,17/2/1996,IDEPT6347,IDEPT6347
SID20137917,1/7/2013,18/1/1996,IDEPT1836,IDEPT1836
SID20137918,1/7/2013,8/9/1995,IDEPT3115,IDEPT3115
SID20137928,1/7/2013,7/1/1996,IDEPT2601,IDEPT2601
SID20137931,1/7/2013,24/10/1995,IDEPT1537,IDEPT1537
SID20137973,1/7/2013,2/4/1996,IDEPT3778,IDEPT3778
SID20137981,1/7/2013,20/10/1995,IDEPT1836,IDEPT1836
SID20137984,1/7/2013,1/6/1996,IDEPT3115,IDEPT3115
SID20137992,1/7/2013,14/9/1995,IDEPT8473,IDEPT8473
SID20137992,1/7/2013,14/9/1995,IDEPT8379,IDEPT8473
SID20138021,1/7/2013,25/4/1996,IDEPT5881,IDEPT5881
SID20138022,1/7/2013,29/5/1996,IDEPT1388,IDEPT1388
SID20138029,1/7/2013,4/11/1995,IDEPT4670,IDEPT4670
SID20138035,1/7/2013,5/8/1995,IDEPT5408,IDEPT5408
SID20138039,1/7/2013,14/5/1996,IDEPT1825,IDEPT1825
SID20138050,1/7/2013,31/3/1996,IDEPT4308,IDEPT4308
SID20138084,1/7/2013,28/7/1995,IDEPT3778,IDEPT3778
SID20138091,1/7/2013,30/12/1995,IDEPT3115,IDEPT3115
SID20138108,1/7/2013,28/2/1996,IDEPT1096,IDEPT1096
SID20138144,1/7/2013,20/7/1995,IDEPT8473,IDEPT8473
SID20138150,1/7/2013,20/6/1996,IDEPT1096,IDEPT1096
SID20138156,1/7/2013,23/4/1996,IDEPT8313,IDEPT8313
SID20138175,1/7/2013,30/10/1995,IDEPT3115,IDEPT3115
SID20138176,1/7/2013,1/3/1996,IDEPT1423,IDEPT1423
SID20138204,1/7/2013,2/5/1996,IDEPT1677,IDEPT1677
SID20138208,1/7/2013,15/11/1995,IDEPT3778,IDEPT3778
SID20138213,1/7/2013,24/3/1996,IDEPT5564,IDEPT5564
SID20138246,1/7/2013,27/10/1995,IDEPT5528,IDEPT5528
SID20138248,1/7/2013,29/5/1996,IDEPT8379,IDEPT8379
SID20138257,1/7/2013,1/10/1995,IDEPT1537,IDEPT1537
SID20138257,1/7/2013,1/10/1995,IDEPT1615,IDEPT1537
SID20138259,1/7/2013,26/3/1996,IDEPT1836,IDEPT1836
SID20138292,1/7/2013,18/5/1996,IDEPT3868,IDEPT3868
SID20138311,1/7/2013,12/3/1996,IDEPT1388,IDEPT1388
SID20138315,1/7/2013,9/6/1996,IDEPT7626,IDEPT7626
SID20138349,1/7/2013,19/12/1995,IDEPT3115,IDEPT3115
SID20138360,1/7/2013,25/3/1996,IDEPT5564,IDEPT5564
SID20138394,1/7/2013,29/11/1995,IDEPT3778,IDEPT3778
SID20138428,1/7/2013,20/1/1996,IDEPT5564,IDEPT5564
SID20138432,1/7/2013,22/4/1996,IDEPT2425,IDEPT2425
SID20138433,1/7/2013,16/2/1996,IDEPT1677,IDEPT1677
SID20138440,1/7/2013,31/8/1995,IDEPT1533,IDEPT1533
SID20138442,1/7/2013,20/3/1996,IDEPT5881,IDEPT5881
SID20138449,1/7/2013,21/7/1995,IDEPT1423,IDEPT1423
SID20138450,1/7/2013,12/6/1996,IDEPT6347,IDEPT6347
SID20138452,1/7/2013,19/10/1995,IDEPT1677,IDEPT1677
SID20138453,1/7/2013,10/8/1995,IDEPT4670,IDEPT4670
SID20138475,1/7/2013,11/6/1996,IDEPT7626,IDEPT7626
SID20138486,1/7/2013,12/3/1996,IDEPT1615,IDEPT1615
SID20138501,1/7/2013,13/1/1996,IDEPT1537,IDEPT1537
SID20138503,1/7/2013,30/1/1996,IDEPT8379,IDEPT8379
SID20138509,1/7/2013,4/6/1996,IDEPT7783,IDEPT7783
SID20138510,1/7/2013,9/4/1996,IDEPT5881,IDEPT5881
SID20138514,1/7/2013,25/11/1995,IDEPT3115,IDEPT3115
SID20138520,1/7/2013,4/6/1996,IDEPT5528,IDEPT5528
SID20138523,1/7/2013,3/7/1996,IDEPT1533,IDEPT1533
SID20138530,1/7/2013,2/10/1995,IDEPT1825,IDEPT1825
SID20138558,1/7/2013,19/10/1995,IDEPT5528,IDEPT5528
SID20138574,1/7/2013,27/3/1996,IDEPT4938,IDEPT4938
SID20138574,1/7/2013,27/3/1996,IDEPT2357,IDEPT4938
SID20138582,1/7/2013,18/8/1995,IDEPT1388,IDEPT1388
SID20138588,1/7/2013,1/8/1995,IDEPT4308,IDEPT4308
SID20138591,1/7/2013,17/5/1996,IDEPT6347,IDEPT6347
SID20138594,1/7/2013,16/4/1996,IDEPT2425,IDEPT2425
SID20138633,1/7/2013,10/6/1996,IDEPT3778,IDEPT3778
SID20138640,1/7/2013,24/11/1995,IDEPT8825,IDEPT8825
SID20138663,1/7/2013,10/10/1995,IDEPT5881,IDEPT5881
SID20138683,1/7/2013,28/5/1996,IDEPT3115,IDEPT3115
SID20138684,1/7/2013,16/1/1996,IDEPT3778,IDEPT3778
SID20138692,1/7/2013,24/9/1995,IDEPT8473,IDEPT8473
SID20138696,1/7/2013,15/1/1996,IDEPT4670,IDEPT4670
SID20138696,1/7/2013,15/1/1996,IDEPT5881,IDEPT4670
SID20138744,1/7/2013,10/7/1995,IDEPT7005,IDEPT7005
SID20138779,1/7/2013,22/8/1995,IDEPT1836,IDEPT1836
SID20138788,1/7/2013,23/10/1995,IDEPT8473,IDEPT8473
SID20138791,1/7/2013,6/6/1996,IDEPT1533,IDEPT1533
SID20138791,1/7/2013,6/6/1996,IDEPT8598,IDEPT1533
SID20138829,1/7/2013,6/12/1995,IDEPT1537,IDEPT1537
SID20138842,1/7/2013,6/6/1996,IDEPT5564,IDEPT5564
SID20138845,1/7/2013,19/3/1996,IDEPT1142,IDEPT1142
SID20138866,1/7/2013,27/4/1996,IDEPT4670,IDEPT4670
SID20138867,1/7/2013,13/10/1995,IDEPT8598,IDEPT8598
SID20138886,1/7/2013,7/1/1996,IDEPT4055,IDEPT4055
SID20138909,1/7/2013,9/6/1996,IDEPT1825,IDEPT1825
SID20138916,1/7/2013,12/9/1995,IDEPT1378,IDEPT1378
SID20138918,1/7/2013,24/1/1996,IDEPT3115,IDEPT3115
SID20138923,1/7/2013,20/2/1996,IDEPT5528,IDEPT5528
SID20138933,1/7/2013,1/11/1995,IDEPT2357,IDEPT2357
SID20138933,1/7/2013,1/11/1995,IDEPT2357,IDEPT2357
SID20138939,1/7/2013,29/9/1995,IDEPT5528,IDEPT5528
SID20138945,1/7/2013,18/6/1996,IDEPT1096,IDEPT1096
SID20138952,1/7/2013,9/2/1996,IDEPT1388,IDEPT1388
SID20138981,1/7/2013,24/12/1995,IDEPT2601,IDEPT2601
SID20138989,1/7/2013,2/10/1995,IDEPT4308,IDEPT4308
SID20138999,1/7/2013,23/9/1995,IDEPT1142,IDEPT1142
SID20139009,1/7/2013,24/10/1995,IDEPT1142,IDEPT1142
SID20139010,1/7/2013,14/12/1995,IDEPT3778,IDEPT3778
SID20139016,1/7/2013,2/1/1996,IDEPT2425,IDEPT2425
SID20139017,1/7/2013,6/6/1996,IDEPT1142,IDEPT1142
SID20139023,1/7/2013,12/11/1995,IDEPT1142,IDEPT1142
SID20139028,1/7/2013,2/8/1995,IDEPT3062,IDEPT3062
SID20139081,1/7/2013,13/1/1996,IDEPT5127,IDEPT5127
SID20139097,1/7/2013,9/7/1995,IDEPT2357,IDEPT2357
SID20139101,1/7/2013,7/2/1996,IDEPT5881,IDEPT5881
SID20139101,1/7/2013,7/2/1996,IDEPT1423,IDEPT5881
SID20139106,1/7/2013,25/11/1995,IDEPT6347,IDEPT6347
SID20139125,1/7/2013,7/4/1996,IDEPT4670,IDEPT4670
SID20139134,1/7/2013,25/10/1995,IDEPT5408,IDEPT5408
SID20139148,1/7/2013,7/1/1996,IDEPT6347,IDEPT6347
SID20139169,1/7/2013,12/3/1996,IDEPT4308,IDEPT4308
SID20139174,1/7/2013,13/10/1995,IDEPT8473,IDEPT8473
SID20139174,1/7/2013,13/10/1995,IDEPT8598,IDEPT8473
SID20139175,1/7/2013,22/2/1996,IDEPT1142,IDEPT1142
SID20139190,1/7/2013,12/1/1996,IDEPT2054,IDEPT2054
SID20139193,1/7/2013,20/11/1995,IDEPT1423,IDEPT1423
SID20139226,1/7/2013,5/2/1996,IDEPT8473,IDEPT8473
SID20139236,1/7/2013,13/6/1996,IDEPT8825,IDEPT8825
SID20139243,1/7/2013,26/5/1996,IDEPT3062,IDEPT3062
SID20139260,1/7/2013,12/7/1995,IDEPT6347,IDEPT6347
SID20139297,1/7/2013,15/10/1995,IDEPT6347,IDEPT6347
SID20139301,1/7/2013,18/1/1996,IDEPT8825,IDEPT8825
SID20139325,1/7/2013,13/1/1996,IDEPT8313,IDEPT8313
SID20139329,1/7/2013,18/6/1996,IDEPT5881,IDEPT5881
SID20139360,1/7/2013,21/8/1995,IDEPT1096,IDEPT1096
SID20139373,1/7/2013,26/5/1996,IDEPT8379,IDEPT8379
SID20139419,1/7/2013,19/6/1996,IDEPT8598,IDEPT8598
SID20139425,1/7/2013,10/2/1996,IDEPT1423,IDEPT1423
SID20139442,1/7/2013,28/11/1995,IDEPT2054,IDEPT2054
SID20139454,1/7/2013,15/6/1996,IDEPT8379,IDEPT8379
SID20139456,1/7/2013,6/2/1996,IDEPT4308,IDEPT4308
SID20139467,1/7/2013,16/12/1995,IDEPT5881,IDEPT5881
SID20139469,1/7/2013,8/7/1995,IDEPT3115,IDEPT3115
SID20139520,1/7/2013,21/10/1995,IDEPT8379,IDEPT8379
SID20139546,1/7/2013,29/5/1996,IDEPT4132,IDEPT4132
SID20139554,1/7/2013,7/11/1995,IDEPT8825,IDEPT8825
SID20139569,1/7/2013,4/10/1995,IDEPT4938,IDEPT4938
SID20139578,1/7/2013,29/7/1995,IDEPT1677,IDEPT1677
SID20139587,1/7/2013,30/11/1995,IDEPT2601,IDEPT2601
SID20139592,1/7/2013,4/12/1995,IDEPT1825,IDEPT1825
SID20139595,1/7/2013,11/3/1996,IDEPT1378,IDEPT1378
SID20139597,1/7/2013,28/12/1995,IDEPT1836,IDEPT1836
SID20139598,1/7/2013,17/11/1995,IDEPT1537,IDEPT1537
SID20139608,1/7/2013,23/9/1995,IDEPT1825,IDEPT1825
SID20139610,1/7/2013,13/1/1996,IDEPT8825,IDEPT8825
SID20139613,1/7/2013,4/6/1996,IDEPT4938,IDEPT4938
SID20139616,1/7/2013,28/5/1996,IDEPT8473,IDEPT8473
SID20139626,1/7/2013,31/7/1995,IDEPT8825,IDEPT8825
SID20139653,1/7/2013,27/11/1995,IDEPT2425,IDEPT2425
SID20139656,1/7/2013,13/5/1996,IDEPT3062,IDEPT3062
SID20139670,1/7/2013,10/6/1996,IDEPT1533,IDEPT1533
SID20139691,1/7/2013,23/5/1996,IDEPT1677,IDEPT1677
SID20139695,1/7/2013,18/11/1995,IDEPT8825,IDEPT8825
SID20139698,1/7/2013,20/8/1995,IDEPT1537,IDEPT1537
SID20139701,1/7/2013,5/11/1995,IDEPT4308,IDEPT4308
SID20139716,1/7/2013,1/8/1995,IDEPT1825,IDEPT1825
SID20139718,1/7/2013,21/7/1995,IDEPT3062,IDEPT3062
SID20139751,1/7/2013,30/3/1996,IDEPT2054,IDEPT2054
SID20139754,1/7/2013,10/3/1996,IDEPT1378,IDEPT1378
SID20139762,1/7/2013,1/8/1995,IDEPT3062,IDEPT3062
SID20139763,1/7/2013,29/12/1995,IDEPT5528,IDEPT5528
SID20139775,1/7/2013,19/10/1995,IDEPT4055,IDEPT4055
SID20139776,1/7/2013,28/11/1995,IDEPT1615,IDEPT1615
SID20139795,1/7/2013,5/1/1996,IDEPT1615,IDEPT1615
SID20139799,1/7/2013,11/6/1996,IDEPT3115,IDEPT3115
SID20139813,1/7/2013,26/12/1995,IDEPT5127,IDEPT5127
SID20139815,1/7/2013,11/4/1996,IDEPT7626,IDEPT7626
SID20139821,1/7/2013,29/3/1996,IDEPT4308,IDEPT4308
SID20139839,1/7/2013,25/7/1995,IDEPT3868,IDEPT3868
SID20139856,1/7/2013,21/1/1996,IDEPT6347,IDEPT6347
SID20139867,1/7/2013,7/10/1995,IDEPT1677,IDEPT1677
SID20139878,1/7/2013,11/2/1996,IDEPT5881,IDEPT5881
SID20139880,1/7/2013,14/2/1996,IDEPT3868,IDEPT3868
SID20139904,1/7/2013,30/4/1996,IDEPT7783,IDEPT7783
SID20139913,1/7/2013,20/10/1995,IDEPT8379,IDEPT8379
SID20139938,1/7/2013,4/4/1996,IDEPT6347,IDEPT6347
SID20139939,1/7/2013,19/4/1996,IDEPT1142,IDEPT1142
SID20139962,1/7/2013,16/4/1996,IDEPT6347,IDEPT6347
SID20139964,1/7/2013,24/2/1996,IDEPT1836,IDEPT1836
SID20141126,1/7/2014,14/2/1997,IDEPT3062,IDEPT3062
SID20141130,1/7/2014,27/11/1996,IDEPT2601,IDEPT2601
SID20141153,1/7/2014,20/2/1997,IDEPT1677,IDEPT1677
SID20141162,1/7/2014,21/11/1996,IDEPT4055,IDEPT4055
SID20141207,1/7/2014,26/2/1997,IDEPT7783,IDEPT7783
SID20141257,1/7/2014,20/7/1996,IDEPT5127,IDEPT5127
SID20141286,1/7/2014,15/8/1996,IDEPT5127,IDEPT5127
SID20141292,1/7/2014,4/11/1996,IDEPT7783,IDEPT7783
SID20141309,1/7/2014,23/4/1997,IDEPT4132,IDEPT4132
SID20141326,1/7/2014,30/3/1997,IDEPT8313,IDEPT8313
SID20141430,1/7/2014,3/4/1997,IDEPT3778,IDEPT3778
SID20141431,1/7/2014,27/10/1996,IDEPT8598,IDEPT8598
SID20141432,1/7/2014,16/3/1997,IDEPT4055,IDEPT4055
SID20141462,1/7/2014,14/7/1996,IDEPT5127,IDEPT5127
SID20141478,1/7/2014,30/4/1997,IDEPT8379,IDEPT8379
SID20141484,1/7/2014,29/3/1997,IDEPT5528,IDEPT5528
SID20141485,1/7/2014,25/6/1997,IDEPT5564,IDEPT5564
SID20141494,1/7/2014,19/4/1997,IDEPT8598,IDEPT8598
SID20141510,1/7/2014,20/3/1997,IDEPT7005,IDEPT7005
SID20141514,1/7/2014,24/2/1997,IDEPT7783,IDEPT7783
SID20141516,1/7/2014,31/10/1996,IDEPT5528,IDEPT5528
SID20141545,1/7/2014,12/4/1997,IDEPT5109,IDEPT5109
SID20141546,1/7/2014,27/2/1997,IDEPT8473,IDEPT8473
SID20141553,1/7/2014,25/10/1996,IDEPT2425,IDEPT2425
SID20141561,1/7/2014,8/1/1997,IDEPT4938,IDEPT4938
SID20141591,1/7/2014,12/8/1996,IDEPT3868,IDEPT3868
SID20141598,1/7/2014,1/3/1997,IDEPT1378,IDEPT1378
SID20141604,1/7/2014,12/3/1997,IDEPT5109,IDEPT5109
SID20141616,1/7/2014,16/1/1997,IDEPT1615,IDEPT1615
SID20141639,1/7/2014,27/3/1997,IDEPT5528,IDEPT5528
SID20141655,1/7/2014,17/2/1997,IDEPT2601,IDEPT2601
SID20141686,1/7/2014,3/11/1996,IDEPT1388,IDEPT1388
SID20141690,1/7/2014,4/12/1996,IDEPT5528,IDEPT5528
SID20141707,1/7/2014,23/7/1996,IDEPT5528,IDEPT5528
SID20141707,1/7/2014,23/7/1996,IDEPT1423,IDEPT5528
SID20141728,1/7/2014,8/6/1997,IDEPT4670,IDEPT4670
SID20141735,1/7/2014,12/7/1996,IDEPT4938,IDEPT4938
SID20141737,1/7/2014,27/6/1997,IDEPT1367,IDEPT1367
SID20141740,1/7/2014,20/6/1997,IDEPT1367,IDEPT1367
SID20141759,1/7/2014,21/5/1997,IDEPT3778,IDEPT3778
SID20141760,1/7/2014,8/7/1996,IDEPT7005,IDEPT7005
SID20141776,1/7/2014,22/3/1997,IDEPT4132,IDEPT4132
SID20141779,1/7/2014,12/5/1997,IDEPT4670,IDEPT4670
SID20141798,1/7/2014,17/11/1996,IDEPT1367,IDEPT1367
SID20141814,1/7/2014,14/4/1997,IDEPT2425,IDEPT2425
SID20141830,1/7/2014,5/2/1997,IDEPT2601,IDEPT2601
SID20141841,1/7/2014,26/2/1997,IDEPT1096,IDEPT1096
SID20141841,1/7/2014,26/2/1997,IDEPT1615,IDEPT1096
SID20141851,1/7/2014,9/11/1996,IDEPT4055,IDEPT4055
SID20141886,1/7/2014,16/9/1996,IDEPT3778,IDEPT3778
SID20141887,1/7/2014,1/1/1997,IDEPT2357,IDEPT2357
SID20141961,1/7/2014,20/9/1996,IDEPT3062,IDEPT3062
SID20141974,1/7/2014,5/9/1996,IDEPT8313,IDEPT8313
SID20141979,1/7/2014,10/6/1997,IDEPT2425,IDEPT2425
SID20141991,1/7/2014,3/4/1997,IDEPT2054,IDEPT2054
SID20142005,1/7/2014,25/1/1997,IDEPT1378,IDEPT1378
SID20142005,1/7/2014,25/1/1997,IDEPT2425,IDEPT1378
SID20142014,1/7/2014,13/11/1996,IDEPT1615,IDEPT1615
SID20142066,1/7/2014,31/10/1996,IDEPT5408,IDEPT5408
SID20142086,1/7/2014,28/11/1996,IDEPT5564,IDEPT5564
SID20142097,1/7/2014,7/6/1997,IDEPT1378,IDEPT1378
SID20142107,1/7/2014,29/10/1996,IDEPT1825,IDEPT1825
SID20142116,1/7/2014,29/9/1996,IDEPT1836,IDEPT1836
SID20142159,1/7/2014,15/1/1997,IDEPT1388,IDEPT1388
SID20142194,1/7/2014,5/8/1996,IDEPT1378,IDEPT1378
SID20142201,1/7/2014,15/5/1997,IDEPT4308,IDEPT4308
SID20142205,1/7/2014,27/3/1997,IDEPT4132,IDEPT4132
SID20142218,1/7/2014,31/10/1996,IDEPT5408,IDEPT5408
SID20142263,1/7/2014,1/1/1997,IDEPT4308,IDEPT4308
SID20142286,1/7/2014,31/10/1996,IDEPT1533,IDEPT1533
SID20142297,1/7/2014,11/6/1997,IDEPT3868,IDEPT3868
SID20142299,1/7/2014,5/7/1997,IDEPT3778,IDEPT3778
SID20142323,1/7/2014,6/9/1996,IDEPT5528,IDEPT5528
SID20142332,1/7/2014,21/2/1997,IDEPT2357,IDEPT2357
SID20142348,1/7/2014,7/12/1996,IDEPT1615,IDEPT1615
SID20142349,1/7/2014,19/9/1996,IDEPT7005,IDEPT7005
SID20142356,1/7/2014,2/4/1997,IDEPT1142,IDEPT1142
SID20142395,1/7/2014,17/11/1996,IDEPT5528,IDEPT5528
SID20142404,1/7/2014,27/3/1997,IDEPT1615,IDEPT1615
SID20142416,1/7/2014,16/7/1996,IDEPT2425,IDEPT2425
SID20142432,1/7/2014,23/9/1996,IDEPT1836,IDEPT1836
SID20142437,1/7/2014,8/7/1996,IDEPT5881,IDEPT5881
SID20142437,1/7/2014,8/7/1996,IDEPT4132,IDEPT5881
SID20142442,1/7/2014,14/11/1996,IDEPT2054,IDEPT2054
SID20142447,1/7/2014,20/9/1996,IDEPT5408,IDEPT5408
SID20142451,1/7/2014,6/3/1997,IDEPT7626,IDEPT7626
SID20142455,1/7/2014,17/7/1996,IDEPT7783,IDEPT7783
SID20142472,1/7/2014,8/4/1997,IDEPT2054,IDEPT2054
SID20142478,1/7/2014,20/6/1997,IDEPT8598,IDEPT8598
